ts,open,high,low,close,volume,symbol,tf
2025-12-18 21:31:27.451879,97.32748089476881,97.92889383863739,96.44189554095018,97.50346315016134,1813,SYN,1h
2025-12-18 22:31:27.451879,96.28274691419236,96.47635707228315,94.62221712480702,96.43970662942876,794,SYN,1h
2025-12-18 23:31:27.451879,96.864550022877,96.9761547341613,95.36510849730352,96.85989252011154,1974,SYN,1h
2025-12-19 00:31:27.451879,96.36125115291715,96.92727055429478,95.86529136052967,96.33623046613405,1403,SYN,1h
2025-12-19 01:31:27.451879,96.02610883456188,97.09606231975904,95.03692725285464,96.11302544135758,1738,SYN,1h
2025-12-19 02:31:27.451879,95.65341939700936,95.83840717169934,95.4576983181005,95.59237482732802,1473,SYN,1h
2025-12-19 03:31:27.451879,97.25850106303203,99.04590768496607,95.69754683785803,97.42036695720503,1131,SYN,1h
2025-12-19 04:31:27.451879,97.45922961965329,97.85477562327777,97.15069255323172,97.4656701315106,1550,SYN,1h
2025-12-19 05:31:27.451879,96.37638960638505,97.11774484904628,96.3508179641597,96.49324448862842,1232,SYN,1h
2025-12-19 06:31:27.451879,97.28138782630411,97.8151978004359,96.89117821799951,97.34484070838609,1754,SYN,1h
2025-12-19 07:31:27.451879,96.21937976104445,97.72922782665532,94.68047863180325,96.21481930644839,820,SYN,1h
2025-12-19 08:31:27.451879,96.39049883466629,97.65604503812989,95.97801789930239,96.47350592856303,1412,SYN,1h
2025-12-19 09:31:27.451879,94.60443290403045,96.02672406417513,94.13667507590908,94.64082755897874,1756,SYN,1h
2025-12-19 10:31:27.451879,93.53463439700616,93.65033492627681,92.34742840881829,93.44060578731374,936,SYN,1h
2025-12-19 11:31:27.451879,93.62657489500839,94.66154664814572,90.98986547631151,93.68061848214263,1280,SYN,1h
2025-12-19 12:31:27.451879,94.50754017131958,96.01873670990118,94.40264496561988,94.42862691265553,1926,SYN,1h
2025-12-19 13:31:27.451879,94.5401813206244,95.08142547289985,92.96971997760946,94.64710480369463,1576,SYN,1h
2025-12-19 14:31:27.451879,94.64455184257889,95.61480735878249,93.02297654241222,94.59443531554118,1836,SYN,1h
2025-12-19 15:31:27.451879,94.50240022627867,94.50240022627867,93.9350195159451,94.3663646361736,1804,SYN,1h
2025-12-19 16:31:27.451879,92.79782545834524,93.18834830740774,92.46753263014726,93.02775700229915,1225,SYN,1h
2025-12-19 17:31:27.451879,92.34027452214022,93.23054351204726,91.98070607545777,92.41391873551999,530,SYN,1h
2025-12-19 18:31:27.451879,92.09678858532801,92.64409468276484,91.12472212089904,92.04367274730222,836,SYN,1h
2025-12-19 19:31:27.451879,93.0530152508708,94.53909141143467,92.79102957872803,93.07191307339055,682,SYN,1h
2025-12-19 20:31:27.451879,93.48225101637087,94.82735938933956,92.73168494534615,93.447568337006,1546,SYN,1h
2025-12-19 21:31:27.451879,91.80063898899824,93.12381707678233,90.72910548522118,91.85611872401675,1043,SYN,1h
2025-12-19 22:31:27.451879,92.21690770202002,92.78574798289098,92.11657235532972,92.20892335094396,15752,SYN,1h
2025-12-19 23:31:27.451879,91.8948603149112,92.27294821656481,91.72197362996735,91.90916848016738,12776,SYN,1h
2025-12-20 00:31:27.451879,91.44882833613632,91.79341844567941,90.540192335084,91.34216059951495,12264,SYN,1h
2025-12-20 01:31:27.451879,91.97907967670598,92.19538857895867,91.19532074662314,91.95568423397683,1979,SYN,1h
2025-12-20 02:31:27.451879,92.99030348883767,93.47047803930172,92.74838797723598,92.95892030987741,1159,SYN,1h
2025-12-20 03:31:27.451879,93.84173643003876,94.51092633438577,93.53551938534657,93.8804036058543,659,SYN,1h
2025-12-20 04:31:27.451879,93.10345108079599,93.17267437872123,92.29787728466192,93.14887105008535,1537,SYN,1h
2025-12-20 05:31:27.451879,92.87654064201918,94.00639402165382,92.17044489807805,92.91673253546284,1701,SYN,1h
2025-12-20 06:31:27.451879,93.31707633849982,93.78735348722788,91.8878976290294,93.28028173152917,911,SYN,1h
2025-12-20 07:31:27.451879,94.20656493866895,94.59553122069654,93.99071734073034,94.24624114356604,1511,SYN,1h
2025-12-20 08:31:27.451879,93.87838089430991,94.5754335665212,93.83113172156764,93.85118518055467,552,SYN,1h
2025-12-20 09:31:27.451879,93.9277868092696,96.4032843957193,93.03286692993902,93.73325274166992,907,SYN,1h
2025-12-20 10:31:27.451879,92.83328792037724,93.8179977150981,90.5039457567696,92.75248893596036,1346,SYN,1h
2025-12-20 11:31:27.451879,91.66873310174464,93.29392269655433,90.88797150435758,91.6986290126703,1545,SYN,1h
2025-12-20 12:31:27.451879,92.60983398371307,92.8339764728465,91.81715203258166,92.4987232295873,1553,SYN,1h
2025-12-20 13:31:27.451879,93.77044614254748,94.85907525057958,93.54481737335968,93.80872717388165,1202,SYN,1h
2025-12-20 14:31:27.451879,93.60628972584426,95.01183897919027,93.60628972584426,93.7974606316951,759,SYN,1h
2025-12-20 15:31:27.451879,94.69946591335196,95.89543355502485,94.30594275968285,94.79502748290051,1728,SYN,1h
2025-12-20 16:31:27.451879,95.01662796035738,95.6399443059089,93.70725635493984,95.19471746872222,1582,SYN,1h
2025-12-20 17:31:27.451879,94.60444793877177,94.96563772535056,94.13703100981057,94.63771437147219,1994,SYN,1h
2025-12-20 18:31:27.451879,95.03826395953044,95.08110522328721,94.28167208118711,95.03651354098719,1275,SYN,1h
2025-12-20 19:31:27.451879,96.71710057211604,97.01583965527168,95.34414971914768,96.55523177886656,1989,SYN,1h
2025-12-20 20:31:27.451879,96.61014718206778,96.65276648897387,96.29505894101092,96.57857300283408,1535,SYN,1h
2025-12-20 21:31:27.451879,98.12612646422093,99.4068571316191,96.81617776277065,98.14763066200032,1813,SYN,1h
2025-12-20 22:31:27.451879,95.71462194416479,96.58808426778624,95.18922977140335,95.6353014913497,1349,SYN,1h
2025-12-20 23:31:27.451879,96.26538412445966,96.95508160019362,96.26538412445966,96.4787116102687,853,SYN,1h
2025-12-21 00:31:27.451879,96.64334594259782,98.12455919714458,95.06003098712847,96.62058072716559,1598,SYN,1h
2025-12-21 01:31:27.451879,96.46395386373779,96.80230914428839,95.26696224489949,96.38965043716485,1372,SYN,1h
2025-12-21 02:31:27.451879,96.3931954177132,97.98470457192664,95.82678729323725,96.53593211916814,1964,SYN,1h
2025-12-21 03:31:27.451879,94.78342056923836,95.4800840866171,93.90802790758164,94.67513550021883,1490,SYN,1h
2025-12-21 04:31:27.451879,94.55596194694033,94.85352574877409,94.3343799644082,94.52396592405292,1764,SYN,1h
2025-12-21 05:31:27.451879,94.87881887226705,95.24974652547891,93.82797094432237,94.91823726901363,1517,SYN,1h
2025-12-21 06:31:27.451879,96.43896542486912,96.68796455006891,95.39895064607187,96.3779791873474,1677,SYN,1h
2025-12-21 07:31:27.451879,96.15414950025598,97.92866294558773,95.87713424127321,95.93630761175783,1619,SYN,1h
2025-12-21 08:31:27.451879,95.23554746942376,95.58190266564712,94.80991900278327,95.21823048643189,793,SYN,1h
2025-12-21 09:31:27.451879,94.8211279616499,95.20526639517784,94.14054978441543,94.79759724648152,708,SYN,1h
2025-12-21 10:31:27.451879,95.67828395638351,96.70846557282641,95.55336118205499,95.72225501755439,1866,SYN,1h
2025-12-21 11:31:27.451879,96.01271108145141,96.32383929927508,95.74168323314261,96.0943763461264,1611,SYN,1h
2025-12-21 12:31:27.451879,95.7223789859462,95.89071879221467,94.85143139774615,95.64296320799417,1317,SYN,1h
2025-12-21 13:31:27.451879,96.10890539209906,96.38012454855878,96.1083902875002,96.1912531681302,889,SYN,1h
2025-12-21 14:31:27.451879,96.34924289062735,96.41133036583335,95.30942413298742,96.34234803129387,824,SYN,1h
2025-12-21 15:31:27.451879,97.28687675966871,97.36959842480537,94.48991992897164,97.33336876807952,1439,SYN,1h
2025-12-21 16:31:27.451879,96.75475825276563,97.4121160203303,96.28624669995801,96.70843686252901,1388,SYN,1h
2025-12-21 17:31:27.451879,96.48176655606159,96.49968657575927,95.57774358172385,96.44958498448162,1680,SYN,1h
2025-12-21 18:31:27.451879,96.22900600449923,96.83354959274762,93.8577983943052,96.12926804908602,1167,SYN,1h
2025-12-21 19:31:27.451879,94.73174000770709,94.85658264120498,93.82305583881174,94.7800794024871,1132,SYN,1h
2025-12-21 20:31:27.451879,95.09194062488267,95.19240639788538,94.52868574558013,95.11761048385726,1076,SYN,1h
2025-12-21 21:31:27.451879,95.32959402624914,97.3297334381994,93.45966687869448,95.42299058708721,636,SYN,1h
2025-12-21 22:31:27.451879,95.44270039775057,96.36008040924476,95.44270039775057,95.48512379469008,927,SYN,1h
2025-12-21 23:31:27.451879,95.35438274076263,95.64868639168839,94.62449816000911,95.31841905425722,1975,SYN,1h
2025-12-22 00:31:27.451879,94.09767808159941,94.9648950774424,93.85452996642069,94.02650109061082,1111,SYN,1h
2025-12-22 01:31:27.451879,93.60100364167832,96.40082524195394,92.39931295690955,93.68739891226761,1410,SYN,1h
2025-12-22 02:31:27.451879,93.50377182144591,95.37354354209522,92.81905494966618,93.42253103538629,1318,SYN,1h
2025-12-22 03:31:27.451879,92.85478387033262,92.85851699670829,91.98799345336768,92.7290768231791,640,SYN,1h
2025-12-22 04:31:27.451879,92.67345412435402,93.66172239350372,92.187965305272,92.63515551779741,1606,SYN,1h
2025-12-22 05:31:27.451879,93.23969380882092,94.0328185111478,92.17781419779143,93.06502975068923,676,SYN,1h
2025-12-22 06:31:27.451879,94.80283402251601,95.45762512996342,94.75986324513617,94.87624823865454,697,SYN,1h
2025-12-22 07:31:27.451879,94.98044168942377,96.10059249859565,93.55375703724532,95.09880686666968,1123,SYN,1h
2025-12-22 08:31:27.451879,95.23110217628847,95.99587403755453,95.09257330926253,95.40079349944747,1190,SYN,1h
2025-12-22 09:31:27.451879,95.52971517784268,97.21274929801471,95.14629951587017,95.38701198117829,1944,SYN,1h
2025-12-22 10:31:27.451879,93.6752434365082,93.79249105464379,93.34080949990339,93.61398565933831,900,SYN,1h
2025-12-22 11:31:27.451879,93.6401281101363,93.84894909408604,92.18147811139174,93.64533335517315,970,SYN,1h
2025-12-22 12:31:27.451879,93.78417261306905,94.57368077197708,92.92993794823512,93.75792333606606,717,SYN,1h
2025-12-22 13:31:27.451879,96.01547661187162,96.6001303277387,96.01547661187162,96.12366274147335,1428,SYN,1h
2025-12-22 14:31:27.451879,96.23121599899218,96.23121599899218,95.82317825559818,95.99643253408578,1131,SYN,1h
2025-12-22 15:31:27.451879,96.35595470625053,96.6951213066159,93.26715333266297,96.34350508464786,1450,SYN,1h
2025-12-22 16:31:27.451879,96.37841079528542,98.68398902643392,96.07996684175957,96.36786865208771,1405,SYN,1h
2025-12-22 17:31:27.451879,95.36862442382431,95.36862442382431,94.58300645153659,95.29945925701998,674,SYN,1h
2025-12-22 18:31:27.451879,96.49213418776709,96.63969436463204,96.03453914402286,96.44574289507287,522,SYN,1h
2025-12-22 19:31:27.451879,97.25058571924971,98.25035658803239,96.1121975548174,97.22881774025812,734,SYN,1h
2025-12-22 20:31:27.451879,97.97875506745825,99.14030349093306,97.94519730585738,98.05626604095998,1536,SYN,1h
2025-12-22 21:31:27.451879,97.26922616978081,98.37745950318899,95.82504583316968,97.22338841856791,1624,SYN,1h
2025-12-22 22:31:27.451879,98.83121998608884,99.27564565990481,97.73878802226935,98.64556661325403,1428,SYN,1h
2025-12-22 23:31:27.451879,97.45282885103167,98.4342840134532,96.67163957709138,97.32189002925662,1022,SYN,1h
2025-12-23 00:31:27.451879,98.1074784768373,99.55139301780417,96.11650173905757,97.95142357873137,1975,SYN,1h
2025-12-23 01:31:27.451879,100.10457569798285,101.30390803556911,99.07404637009681,100.15577690121991,930,SYN,1h
2025-12-23 02:31:27.451879,99.125598673564,99.52407739700458,98.77994127252248,99.2237910154372,1292,SYN,1h
2025-12-23 03:31:27.451879,98.70900535052627,99.46605506840112,97.45678563038732,98.72142321430026,1032,SYN,1h
2025-12-23 04:31:27.451879,98.88454333955447,98.94245269119064,98.811938441236,98.87903331409584,1478,SYN,1h
2025-12-23 05:31:27.451879,98.54824166609046,98.76416432976511,97.60105395843107,98.44052887432238,1816,SYN,1h
2025-12-23 06:31:27.451879,96.80898834710531,97.28474200121114,96.50305141166992,96.97311190904475,1309,SYN,1h
2025-12-23 07:31:27.451879,97.2462993721359,97.50745912665575,96.2759898745984,97.09778342647701,1412,SYN,1h
2025-12-23 08:31:27.451879,96.10938029613972,97.6757417352947,95.50595923632326,96.1245687372477,1624,SYN,1h
2025-12-23 09:31:27.451879,96.59622944822888,97.07576628972546,95.64215395866526,96.63748216001036,1827,SYN,1h
2025-12-23 10:31:27.451879,95.7099895794043,96.0408752596525,95.48621816311064,95.80695621897387,1370,SYN,1h
2025-12-23 11:31:27.451879,97.18828608966237,98.28791830229855,96.9564360715235,97.3493853695432,1039,SYN,1h
2025-12-23 12:31:27.451879,96.72485830507827,97.79487008975109,95.72222162648839,96.6453027347889,1523,SYN,1h
2025-12-23 13:31:27.451879,96.39909985698313,97.57534871433374,95.98371683974656,96.39203258910054,1878,SYN,1h
2025-12-23 14:31:27.451879,97.1086054884838,97.81490977452306,95.22855741716118,97.23403358993893,1826,SYN,1h
2025-12-23 15:31:27.451879,95.97110367385133,96.7693508253476,95.06970330858121,96.09555498720493,726,SYN,1h
2025-12-23 16:31:27.451879,96.33943103379823,96.65855848489414,96.33943103379823,96.37179120672863,1759,SYN,1h
2025-12-23 17:31:27.451879,97.8523767638931,99.03324995213187,96.30974235218997,97.68933116738361,1372,SYN,1h
2025-12-23 18:31:27.451879,96.15263827112268,96.32192501560843,96.10100796280857,96.17760514561334,1391,SYN,1h
2025-12-23 19:31:27.451879,96.26796577873945,96.53396001773082,95.97674341826549,96.41288813212502,1978,SYN,1h
2025-12-23 20:31:27.451879,96.69752778496468,96.88869368480091,95.69373557969436,96.72129637269767,1536,SYN,1h
2025-12-23 21:31:27.451879,97.5089181326962,97.55071347225787,97.11776681997654,97.53551836744256,709,SYN,1h
2025-12-23 22:31:27.451879,96.12762703143552,97.44424634460294,96.12762703143552,96.38757339065833,1240,SYN,1h
2025-12-23 23:31:27.451879,95.1674824613447,96.543184431784,94.23450449043254,95.17264984766433,896,SYN,1h
2025-12-24 00:31:27.451879,95.70439250213884,97.25286293052648,94.58985595878202,95.72649905622693,1623,SYN,1h
2025-12-24 01:31:27.451879,96.13511129786063,96.88188874513679,93.58048008262129,96.06822798608037,530,SYN,1h
2025-12-24 02:31:27.451879,96.54469041692718,97.32188320240823,95.80794068841432,96.36651296543113,11176,SYN,1h
2025-12-24 03:31:27.451879,96.86719732841314,98.84177429263167,96.44295830337009,96.75819293193379,9184,SYN,1h
2025-12-24 04:31:27.451879,96.13241234477667,96.77268276674155,95.97135163752343,96.15826821560319,6624,SYN,1h
2025-12-24 05:31:27.451879,96.33258173181494,97.71527276943367,96.0987032290633,96.43929430958927,1689,SYN,1h
2025-12-24 06:31:27.451879,97.02884414523128,98.3689338156314,96.45221094173003,96.77979491123993,1982,SYN,1h
2025-12-24 07:31:27.451879,96.15220859692657,97.11741888965653,95.86249678991081,96.14651495087523,1451,SYN,1h
2025-12-24 08:31:27.451879,97.9994450730168,98.67245415514132,97.83299150681057,97.99808002915316,1623,SYN,1h
2025-12-24 09:31:27.451879,98.5188492090498,100.7403534134492,97.22311279582735,98.52122604221026,1120,SYN,1h
2025-12-24 10:31:27.451879,97.42594673985978,98.362956857549,96.42621255305109,97.4066519665078,1696,SYN,1h
2025-12-24 11:31:27.451879,98.09046042245747,98.4232974499005,96.98634928292259,98.1046228462232,661,SYN,1h
2025-12-24 12:31:27.451879,97.15151372131214,99.6368821010942,95.92694614037676,97.20727784340315,1275,SYN,1h
2025-12-24 13:31:27.451879,97.97709675978845,100.27653289945954,97.91496231748008,98.03070572773177,1786,SYN,1h
2025-12-24 14:31:27.451879,99.22205362061946,100.60411107232379,97.11988660886287,99.22530357379968,773,SYN,1h
2025-12-24 15:31:27.451879,98.41700291752183,100.09074684151422,97.87198879786266,98.47051423418297,1526,SYN,1h
2025-12-24 16:31:27.451879,99.4073253287938,100.4954730189774,98.18801064969819,99.47823797119973,1551,SYN,1h
2025-12-24 17:31:27.451879,99.95918965393827,102.3870493119065,99.92569580961745,99.94855210678007,825,SYN,1h
2025-12-24 18:31:27.451879,100.80444907216769,102.225922941903,99.82256044103401,100.8301584654053,1439,SYN,1h
2025-12-24 19:31:27.451879,102.95781121653881,103.38291252821347,102.28427117937616,102.8031959306552,1672,SYN,1h
2025-12-24 20:31:27.451879,102.34058808874754,103.22290398168123,101.75002886455403,102.61261102252863,1039,SYN,1h
2025-12-24 21:31:27.451879,102.01197559776668,102.7703870876563,101.34362462291374,101.90075023067386,987,SYN,1h
2025-12-24 22:31:27.451879,101.18139252691084,101.82240764790744,100.8140148506755,101.05546880361376,1321,SYN,1h
2025-12-24 23:31:27.451879,100.08373738473207,100.57369278330009,99.92378680729985,100.291681176876,1961,SYN,1h
2025-12-25 00:31:27.451879,100.24016674770358,100.37901675180473,99.88169594393004,100.27452958499461,1588,SYN,1h
2025-12-25 01:31:27.451879,100.63938736925891,100.7397995881115,99.7481299423152,100.67678284066292,855,SYN,1h
2025-12-25 02:31:27.451879,100.8735714528281,101.77737530710999,99.38396840027038,101.01575230554889,1775,SYN,1h
2025-12-25 03:31:27.451879,101.83267832574194,102.19798857485996,101.58346407269097,101.91194713889145,734,SYN,1h
2025-12-25 04:31:27.451879,101.87308121726315,103.71292956199565,100.74500930268253,101.98634478835244,726,SYN,1h
2025-12-25 05:31:27.451879,103.7113553296731,103.7113553296731,101.95492523133213,103.52994287077131,1836,SYN,1h
2025-12-25 06:31:27.451879,103.41473424625735,104.33945493896043,102.28662629785136,103.31806176823892,548,SYN,1h
2025-12-25 07:31:27.451879,106.32550570922392,107.36238544348517,105.73213898894669,106.19047866503752,617,SYN,1h
2025-12-25 08:31:27.451879,106.99575226472712,107.1109323973692,106.48692957519224,106.91859210367905,553,SYN,1h
2025-12-25 09:31:27.451879,105.94652814342429,107.54272754449913,105.94652814342429,106.06628246751066,1064,SYN,1h
2025-12-25 10:31:27.451879,104.93899485942144,105.95824432191371,104.04523304358652,104.9940663750743,1567,SYN,1h
2025-12-25 11:31:27.451879,105.61529037802312,107.22150767265683,105.22122479005127,105.5636302228012,552,SYN,1h
2025-12-25 12:31:27.451879,105.26227161145921,106.43405268411763,104.14847028587133,105.39107297254793,1057,SYN,1h
2025-12-25 13:31:27.451879,106.28252568004187,107.20596337591374,104.94540412061185,106.20680039808441,1625,SYN,1h
2025-12-25 14:31:27.451879,106.74747472147699,107.82216760889686,106.27704856350286,106.7731350176627,1367,SYN,1h
2025-12-25 15:31:27.451879,106.7194215269709,106.99925427209902,106.5446802689763,106.75943718543029,897,SYN,1h
2025-12-25 16:31:27.451879,105.99476513657903,106.50207285673709,105.61940365460933,105.91946064021013,1661,SYN,1h
2025-12-25 17:31:27.451879,104.42486584221243,105.38923766837274,104.10825319344637,104.3784943066838,1174,SYN,1h
2025-12-25 18:31:27.451879,103.93752434220607,104.08462006078132,103.36504061187289,103.97505581944604,886,SYN,1h
2025-12-25 19:31:27.451879,105.04952799815288,106.32764667422846,104.42957562904552,104.92788197737262,610,SYN,1h
2025-12-25 20:31:27.451879,105.10173813783744,105.84821460733265,104.29874308012057,105.21548273772092,1113,SYN,1h
2025-12-25 21:31:27.451879,104.03193949048577,104.30037252545846,102.56851512336137,103.96790195769074,516,SYN,1h
2025-12-25 22:31:27.451879,104.27214255500809,105.87039938467193,104.07863469050048,104.21033527406374,1705,SYN,1h
2025-12-25 23:31:27.451879,104.64200042008378,105.13546630647144,102.64483967337893,104.67440200851283,1383,SYN,1h
2025-12-26 00:31:27.451879,103.84589069621356,103.84589069621356,102.77356986731623,103.81203416376663,1040,SYN,1h
2025-12-26 01:31:27.451879,103.90374831088604,104.60868342660937,103.32882197452643,104.03390654376734,670,SYN,1h
2025-12-26 02:31:27.451879,104.2531274662093,104.39010567562846,103.6216132901916,104.15688369144203,908,SYN,1h
2025-12-26 03:31:27.451879,103.00984531501001,104.43435439705162,102.84387445132622,103.02889557791772,1239,SYN,1h
2025-12-26 04:31:27.451879,103.4052567038642,103.58889372170184,103.09657770413203,103.45933728114869,1901,SYN,1h
2025-12-26 05:31:27.451879,104.21080037358068,104.54861486329574,103.59234522406314,104.10159683807319,1711,SYN,1h
2025-12-26 06:31:27.451879,105.21737000906236,105.42030034874544,104.62322348030136,105.29153143489611,1357,SYN,1h
2025-12-26 07:31:27.451879,106.314319867949,107.04268895682937,105.28283682924287,106.46427067263697,729,SYN,1h
2025-12-26 08:31:27.451879,104.89788191319231,105.11275667561605,104.63086227505752,105.06142359016472,618,SYN,1h
2025-12-26 09:31:27.451879,104.20227747879642,104.20227747879642,103.88792439208572,104.13916810659896,1679,SYN,1h
2025-12-26 10:31:27.451879,104.60389543420145,105.47325713961656,104.03356477305765,104.73800505018961,1283,SYN,1h
2025-12-26 11:31:27.451879,105.52382523242389,106.03727005356099,103.33766081384665,105.3389770084333,964,SYN,1h
2025-12-26 12:31:27.451879,105.72415691708281,107.43071267559684,105.72415691708281,105.94472635849877,603,SYN,1h
2025-12-26 13:31:27.451879,110.27682201114159,112.01616909875514,109.01719914264484,110.09005902941571,1197,SYN,1h
2025-12-26 14:31:27.451879,110.80798425217338,112.16261575907205,109.55813179900734,110.78460676504879,674,SYN,1h
2025-12-26 15:31:27.451879,112.0982670372962,112.88591930477908,111.9741512072772,112.10910945814092,1244,SYN,1h
2025-12-26 16:31:27.451879,113.18418795386619,114.05946456287377,110.78543867136177,113.24589780508299,1944,SYN,1h
2025-12-26 17:31:27.451879,114.09704129474629,115.07219406225738,113.08502191758774,114.05151921453106,1657,SYN,1h
2025-12-26 18:31:27.451879,113.75609942485355,114.09591664001533,113.15138938025882,113.76038076293129,1914,SYN,1h
2025-12-26 19:31:27.451879,114.8185832136839,116.12310414434087,114.58820879518478,114.69204326649565,1164,SYN,1h
2025-12-26 20:31:27.451879,113.88749707819768,114.64142347296276,113.4964485564706,113.87448946302372,532,SYN,1h
2025-12-26 21:31:27.451879,113.69022345022188,113.99027959685426,113.45659121310031,113.67313817732293,554,SYN,1h
2025-12-26 22:31:27.451879,113.14845695786653,114.13514018968866,112.3865883099127,113.18961408384318,1018,SYN,1h
2025-12-26 23:31:27.451879,113.34374607681163,115.78173172009234,112.85657619887648,113.35020087469934,1255,SYN,1h
2025-12-27 00:31:27.451879,116.07759902638942,117.41999267582533,115.44646350972081,116.04188113011202,511,SYN,1h
2025-12-27 01:31:27.451879,113.74983198497645,114.29772087190217,113.64895692930104,113.94469660361881,1219,SYN,1h
2025-12-27 02:31:27.451879,114.64025554022814,115.52256481388991,113.94690287032456,114.79502051341464,1054,SYN,1h
2025-12-27 03:31:27.451879,113.09657820346219,113.48022504665782,112.31713734033818,113.01258001056745,872,SYN,1h
2025-12-27 04:31:27.451879,112.56627558133799,112.75558096630532,111.494236562521,112.54704518115312,983,SYN,1h
2025-12-27 05:31:27.451879,113.81921043707963,113.98794321459671,112.60387140290827,113.84015512863111,1472,SYN,1h
2025-12-27 06:31:27.451879,113.98373682500635,114.03157272754719,113.37073579369412,113.98163569516326,1751,SYN,1h
2025-12-27 07:31:27.451879,112.86080827196508,112.9874435508651,111.90992986525086,112.82159355007732,1122,SYN,1h
2025-12-27 08:31:27.451879,112.02177197276391,113.16260705167821,111.67060550638865,112.08226946269745,806,SYN,1h
2025-12-27 09:31:27.451879,112.82334806275848,115.40715605775623,110.83571165317811,112.91122740459846,956,SYN,1h
2025-12-27 10:31:27.451879,112.17627310171798,112.77955926743348,111.90368148599612,112.15430821261579,659,SYN,1h
2025-12-27 11:31:27.451879,112.35433635473102,114.00490870099195,112.0715115026772,112.46436843125582,830,SYN,1h
2025-12-27 12:31:27.451879,112.62906149471333,112.68248980025793,112.56123594009684,112.58309913424489,1275,SYN,1h
2025-12-27 13:31:27.451879,111.7265089819199,114.80419190159111,111.57774723766485,111.9170571284213,724,SYN,1h
2025-12-27 14:31:27.451879,114.50136506855709,115.30291877073826,113.4686437766756,114.38364649394998,1482,SYN,1h
2025-12-27 15:31:27.451879,115.23180891349845,117.06526810763111,113.31575222251809,115.1773763753925,1228,SYN,1h
2025-12-27 16:31:27.451879,112.94288603750007,114.808335408381,111.72422198077626,112.91397670204472,1979,SYN,1h
2025-12-27 17:31:27.451879,113.30349108106208,113.81887710080174,111.98358783093595,113.19225806960465,1568,SYN,1h
2025-12-27 18:31:27.451879,112.69846671380107,113.15125140233428,111.4418810236942,112.51108238137606,1737,SYN,1h
2025-12-27 19:31:27.451879,113.65284021708044,115.38651460294507,111.59548041927927,113.53767100236378,1582,SYN,1h
2025-12-27 20:31:27.451879,112.49850647464542,113.13328366749685,112.49850647464542,112.70598401633798,1143,SYN,1h
2025-12-27 21:31:27.451879,112.5001557289027,112.87361442822588,112.45412473523535,112.64429277136718,1115,SYN,1h
