ts,symbol,side,qty,price
2026-01-07T20:31:37.888087,SYN,SELL,0.7095799830828149,129.81456700326936
2026-01-07T20:31:37.899048,SYN,BUY,0.7087120884401469,143.33595205298144
2026-01-07T20:31:37.900221,SYN,SELL,0.7087120884401469,129.81456700326936
2026-01-07T20:31:37.956182,SYN,BUY,0.7234718045820097,140.2779288280821
2026-01-07T20:31:37.958317,SYN,SELL,0.7234718045820097,129.81456700326936
2026-01-07T20:31:38.025326,SYN,BUY,0.7400825090385988,137.02587019638577
2026-01-07T20:31:38.027914,SYN,SELL,0.7400825090385988,129.81456700326936
2026-01-07T20:31:38.038270,SYN,BUY,0.7322524132866285,138.41687779478434
2026-01-07T20:31:38.039244,SYN,SELL,0.7322524132866285,129.81456700326936
2026-01-07T20:31:38.043908,SYN,BUY,0.7386279101503845,137.1355167045136
2026-01-07T20:31:38.046659,SYN,SELL,0.7386279101503845,129.98523948048168
2026-01-07T20:31:38.199921,SYN,BUY,0.7465563825392136,135.60706467883028
2026-01-07T20:31:38.200694,SYN,SELL,0.7465563825392136,129.8475789981104
2026-01-07T20:31:38.205511,SYN,BUY,0.7401809626164316,136.71566288794855
2026-01-07T20:31:38.217411,SYN,SELL,0.7401809626164316,129.8475789981104
2026-01-07T20:31:38.291257,SYN,BUY,0.7534647557732052,134.23654844043625
2026-01-07T20:31:38.304720,SYN,SELL,0.7534647557732052,139.61607864894444
2026-01-07T20:31:38.326997,SYN,BUY,0.7551865960131072,133.98279298562724
2026-01-07T20:31:38.328612,SYN,SELL,0.7551865960131072,139.16699022739886
2026-01-07T20:31:38.334019,SYN,BUY,0.7506925169648722,134.83566978367384
2026-01-07T20:31:38.334595,SYN,SELL,0.7506925169648722,139.87873624284057
2026-01-07T20:31:38.360532,SYN,BUY,0.7481879914070644,135.3362474161255
2026-01-07T20:31:38.361980,SYN,SELL,0.7481879914070644,140.27300778344673
2026-01-07T20:31:38.410639,SYN,BUY,0.733630206802699,138.07073289805186
2026-01-07T20:31:38.414939,SYN,SELL,0.733630206802699,143.3093834726681
2026-01-07T20:31:38.480078,SYN,BUY,0.7483784261301826,135.39976163082326
2026-01-07T20:31:38.481625,SYN,SELL,0.7483784261301826,140.8924420347303
2026-01-07T20:31:38.488633,SYN,BUY,0.7416903296919906,136.6747396171539
2026-01-07T20:31:38.489234,SYN,SELL,0.7416903296919906,142.19237513173448
2026-01-07T20:31:38.494275,SYN,BUY,0.7415963546064024,136.7458478741641
2026-01-07T20:31:38.494970,SYN,SELL,0.7415963546064024,142.12344098333006
2026-01-07T20:31:38.529957,SYN,BUY,0.730629148242991,138.85165754367776
2026-01-07T20:32:10.163059,SYN,BUY,0.855837125640933,116.84466238258875
2026-01-07T20:32:10.166199,SYN,SELL,0.855837125640933,109.12434160785848
2026-01-07T20:32:10.188722,SYN,BUY,0.8481841359329377,117.81988772444839
2026-01-07T20:32:10.207303,SYN,SELL,0.8481841359329377,109.12434160785848
2026-01-07T20:32:10.216075,SYN,BUY,0.8549619008734899,116.79847121618607
2026-01-07T20:32:10.216742,SYN,SELL,0.8549619008734899,109.12434160785848
2026-01-07T20:32:10.228295,SYN,BUY,0.8543878324502393,116.7990255930496
2026-01-07T20:32:10.231732,SYN,SELL,0.8543878324502393,109.12434160785848
2026-01-07T20:32:10.246243,SYN,BUY,0.8818728987031758,113.08333633833901
2026-01-07T20:32:10.247682,SYN,SELL,0.8818728987031758,117.90503256771889
2026-01-07T20:32:10.252196,SYN,BUY,0.8908309725529563,111.99277461828359
2026-01-07T20:32:10.255364,SYN,SELL,0.8908309725529563,116.8747612856614
2026-01-07T20:32:10.275417,SYN,BUY,0.892929699142216,111.77711220250725
2026-01-07T20:32:10.277362,SYN,SELL,0.892929699142216,116.37263610505144
2026-01-07T20:32:10.288071,SYN,BUY,0.9040255625845833,110.4494424624799
2026-01-07T20:32:10.292847,SYN,SELL,0.9040255625845833,115.0658200585078
2026-01-07T20:32:10.305937,SYN,BUY,0.8893428437859475,112.31870131184436
2026-01-07T20:32:10.307054,SYN,SELL,0.8893428437859475,116.9614040677763
2026-01-07T20:32:10.315990,SYN,BUY,0.9020608866099367,110.77977630998278
2026-01-07T20:32:10.317804,SYN,SELL,0.9020608866099367,115.33181084240954
2026-01-07T20:32:10.330437,SYN,BUY,0.9058650352259415,110.35876387774145
2026-01-07T20:32:10.331586,SYN,SELL,0.9058650352259415,114.71341383586893
2026-01-07T20:32:10.335950,SYN,BUY,0.9044880177573227,110.56926282104766
2026-01-07T20:32:10.336960,SYN,SELL,0.9044880177573227,114.8868538306718
2026-01-07T20:32:10.342148,SYN,BUY,0.8914489032361658,112.22920962969735
2026-01-07T20:32:10.345254,SYN,SELL,0.8914489032361658,116.64053862921229
2026-01-07T20:32:10.356696,SYN,BUY,0.9042311848742753,110.68509041183451
2026-01-07T20:32:10.359648,SYN,SELL,0.9042311848742753,115.26297966667835
2026-01-07T20:32:10.380446,SYN,BUY,0.8936649560148429,112.038950316792
2026-01-07T20:32:10.382815,SYN,SELL,0.8936649560148429,116.6484634966114
2026-01-07T20:32:10.396070,SYN,BUY,0.893396048306939,112.11763870113371
2026-01-07T20:32:10.398517,SYN,SELL,0.893396048306939,116.47159012389746
2026-01-07T20:32:10.417538,SYN,BUY,0.902046315139819,111.08446496115205
2026-01-07T20:32:10.418408,SYN,SELL,0.902046315139819,115.43047115630142
2026-01-07T20:32:10.425447,SYN,BUY,0.8977030907278968,111.664440812081
2026-01-07T20:32:10.429624,SYN,SELL,0.8977030907278968,115.92445220045694
2026-01-07T20:32:10.449664,SYN,BUY,0.8957159781453383,111.95371837251258
2026-01-07T20:32:10.450684,SYN,SELL,0.8957159781453383,116.36949549361165
2026-01-07T20:32:10.458006,SYN,BUY,0.9009271007684581,111.34892549125743
2026-01-07T20:32:10.459036,SYN,SELL,0.9009271007684581,115.53409993176525
2026-01-07T20:32:10.474740,SYN,BUY,0.9000882124898532,111.49345871815906
2026-01-07T20:32:10.476174,SYN,SELL,0.9000882124898532,115.47046581500048
2026-01-07T20:32:10.507221,SYN,BUY,0.9033387993407579,111.13075533733745
2026-01-07T20:32:10.509357,SYN,SELL,0.9033387993407579,114.97767381305492
2026-01-07T20:32:10.524831,SYN,BUY,0.9020770505316165,111.32358647375644
2026-01-07T20:32:10.525445,SYN,SELL,0.9020770505316165,115.13224297853037
2026-01-07T20:32:10.542890,SYN,BUY,0.8959068800271683,112.12748823966041
2026-01-07T20:32:10.544605,SYN,SELL,0.8959068800271683,115.79447349583968
2026-01-07T20:32:10.588094,SYN,BUY,0.8816781978792736,113.97312555160663
2026-01-07T20:32:10.590906,SYN,SELL,0.8816781978792736,117.74691054761766
2026-01-07T20:32:10.600421,SYN,BUY,0.8924728527932054,112.63073241436243
2026-01-07T20:32:10.602040,SYN,SELL,0.8924728527932054,116.44191653309342
2026-01-07T20:32:10.608291,SYN,BUY,0.8736072718395764,115.10076196632917
2026-01-07T20:32:10.609232,SYN,SELL,0.8736072718395764,119.11082830492386
2026-01-07T20:32:10.616961,SYN,BUY,0.8907566427654778,112.92295449200681
2026-01-07T20:32:10.618136,SYN,SELL,0.8907566427654778,117.18624627750239
2026-01-07T20:32:10.627101,SYN,BUY,0.8919024967546925,112.81930805090937
2026-01-07T20:32:10.629367,SYN,SELL,0.8919024967546925,117.11555248133475
2026-01-07T20:32:10.633742,SYN,BUY,0.8864858110666616,113.55073503724024
2026-01-07T20:32:10.634892,SYN,SELL,0.8864858110666616,117.73553028369416
2026-01-07T20:32:10.649893,SYN,BUY,0.8837898365895501,113.9379338094706
2026-01-07T20:32:10.652945,SYN,SELL,0.8837898365895501,118.04999401326627
2026-01-07T20:32:10.658973,SYN,BUY,0.8891027791468413,113.2968056030312
2026-01-07T20:32:10.659745,SYN,SELL,0.8891027791468413,117.67249480627969
2026-01-07T20:32:10.676761,SYN,BUY,0.8907565095790041,113.1289878249891
2026-01-07T20:32:10.679553,SYN,SELL,0.8907565095790041,117.5496925198453
2026-01-07T20:32:10.695383,SYN,BUY,0.894970737660535,112.63913825033681
2026-01-07T20:32:10.697503,SYN,SELL,0.894970737660535,117.15573723491468
2026-01-07T20:32:10.709220,SYN,BUY,0.9000852073455704,112.04286634991388
2026-01-07T20:32:10.710883,SYN,SELL,0.9000852073455704,116.34010745943607
2026-01-07T20:32:10.716918,SYN,BUY,0.8923048250700265,113.06201061179516
2026-01-07T20:32:10.717667,SYN,SELL,0.8923048250700265,117.32403003256586
2026-01-07T20:32:10.723432,SYN,BUY,0.8889251442285939,113.53349670478977
2026-01-07T20:32:10.724431,SYN,SELL,0.8889251442285939,117.56308962552119
2026-01-07T20:32:10.733269,SYN,BUY,0.8948954787495453,112.81493231031021
2026-01-07T20:32:10.735395,SYN,SELL,0.8948954787495453,116.77292874097871
2026-01-07T20:32:10.751586,SYN,BUY,0.8866916458028943,113.89750426023008
2026-01-07T20:32:10.752499,SYN,SELL,0.8866916458028943,117.8675431344591
2026-01-07T20:32:10.758623,SYN,BUY,0.8837456980164325,114.31584924766834
2026-01-07T20:32:10.761009,SYN,SELL,0.8837456980164325,118.17098892979845
2026-01-07T20:32:10.779348,SYN,BUY,0.8763851086030291,115.3136689915803
2026-01-07T20:32:10.780528,SYN,SELL,0.8763851086030291,119.10536501663488
2026-01-07T20:32:10.784843,SYN,BUY,0.8706600471673835,116.10890531162653
2026-01-07T20:32:10.786023,SYN,SELL,0.8706600471673835,119.78753677152108
2026-01-07T20:32:10.791590,SYN,BUY,0.8776763375905231,115.2160336225439
2026-01-07T20:32:10.793009,SYN,SELL,0.8776763375905231,119.0645468238634
2026-01-07T20:32:10.800634,SYN,BUY,0.8823740485110034,114.63974486709697
2026-01-07T20:32:10.801706,SYN,SELL,0.8823740485110034,118.37794466627182
2026-01-07T20:32:10.812962,SYN,BUY,0.8755842716822562,115.56522419633866
2026-01-07T20:32:10.814429,SYN,SELL,0.8755842716822562,119.18823522576446
2026-01-07T20:32:10.820363,SYN,BUY,0.8700175385025251,116.33993909653243
2026-01-07T20:32:10.822156,SYN,SELL,0.8700175385025251,120.07194574713905
2026-01-07T20:32:10.837936,SYN,BUY,0.8699476513885159,116.38542615830224
2026-01-07T20:32:10.839835,SYN,SELL,0.8699476513885159,120.23112237166777
2026-01-07T20:32:10.850212,SYN,BUY,0.8686858450590528,116.59180938906152
2026-01-07T20:32:10.850909,SYN,SELL,0.8686858450590528,120.5673861839985
2026-01-07T20:32:10.857703,SYN,BUY,0.8575027041246313,118.15141709462355
2026-01-07T20:32:10.861237,SYN,SELL,0.8575027041246313,122.06047175633792
2026-01-07T20:32:10.880691,SYN,BUY,0.8623617614973182,117.52335796584447
2026-01-07T20:32:10.881394,SYN,SELL,0.8623617614973182,121.32034480501203
2026-01-07T20:32:10.889560,SYN,BUY,0.8574262014912364,118.23683919431818
2026-01-07T20:32:10.890560,SYN,SELL,0.8574262014912364,122.20355588978347
2026-01-07T20:32:10.897533,SYN,BUY,0.8589264708490202,118.06871509651377
2026-01-07T20:32:10.898174,SYN,SELL,0.8589264708490202,121.97462364579627
2026-01-07T20:32:10.902337,SYN,BUY,0.8605588261177038,117.88254292591468
2026-01-07T20:32:10.903772,SYN,SELL,0.8605588261177038,121.60905219050586
2026-01-07T20:32:10.922999,SYN,BUY,0.8509613813204988,119.24853854587403
2026-01-07T20:32:10.924429,SYN,SELL,0.8509613813204988,123.03320585930821
2026-01-07T20:32:10.941556,SYN,BUY,0.8437520927636654,120.30438460208849
2026-01-07T20:32:10.942713,SYN,SELL,0.8437520927636654,124.32464150647074
2026-01-07T20:32:10.967062,SYN,BUY,0.8367166733082909,121.355254994119
2026-01-07T20:32:10.968327,SYN,SELL,0.8367166733082909,125.33064423375808
2026-01-07T20:32:10.983535,SYN,BUY,0.8257074034691301,123.01233528243176
2026-01-07T20:32:10.985924,SYN,SELL,0.8257074034691301,126.94805182030305
2026-01-07T20:32:11.009186,SYN,BUY,0.8252946747595655,123.11197999969272
2026-01-07T20:32:11.011226,SYN,SELL,0.8252946747595655,127.14476085963189
2026-01-07T20:32:11.028093,SYN,BUY,0.8194764983062806,124.02541299332051
2026-01-07T20:32:11.030930,SYN,SELL,0.8194764983062806,128.32983888887208
2026-01-07T20:32:11.048853,SYN,BUY,0.8218092842864124,123.71501861487049
2026-01-07T20:32:11.049729,SYN,SELL,0.8218092842864124,127.88430448154381
2026-01-07T20:32:11.056587,SYN,BUY,0.8189318228923271,124.19029008936363
2026-01-07T20:32:11.057365,SYN,SELL,0.8189318228923271,128.22831882300767
2026-01-07T20:32:11.075955,SYN,BUY,0.8197647829533493,124.10317922666685
2026-01-07T20:32:11.076781,SYN,SELL,0.8197647829533493,128.05195554178445
2026-01-07T20:32:11.095539,SYN,BUY,0.8187319156271523,124.29801621048043
2026-01-07T20:32:11.097623,SYN,SELL,0.8187319156271523,127.99353748035628
2026-01-07T20:32:11.117804,SYN,BUY,0.8136364286771529,125.1123633961621
2026-01-07T20:32:11.119959,SYN,SELL,0.8136364286771529,128.74502835513348
2026-01-07T20:32:11.133064,SYN,BUY,0.8200824500729883,124.16373557961016
2026-01-07T20:32:11.135008,SYN,SELL,0.8200824500729883,127.70416766385172
2026-01-07T20:32:11.153221,SYN,BUY,0.8030237905545877,126.8362200252414
2026-01-07T20:32:11.155642,SYN,SELL,0.8030237905545877,130.58169381143193
2026-01-07T20:32:11.171393,SYN,BUY,0.8109242591309623,125.63632733776545
2026-01-07T20:32:11.172767,SYN,SELL,0.8109242591309623,129.30789325051626
2026-01-07T20:32:11.192078,SYN,BUY,0.8206245692911391,124.18624715410822
2026-01-07T20:32:11.193666,SYN,SELL,0.8206245692911391,128.01647913468236
2026-01-07T20:32:11.211880,SYN,BUY,0.8109905744234618,125.6989733340841
2026-01-07T20:32:11.213894,SYN,SELL,0.8109905744234618,129.6296349056467
2026-01-07T20:32:11.226801,SYN,BUY,0.8043852885792181,126.7695045966649
2026-01-07T20:32:11.233050,SYN,SELL,0.8043852885792181,130.69069215756974
2026-01-07T20:32:11.255655,SYN,BUY,0.7991587265939759,127.63675989958953
2026-01-07T20:32:11.263211,SYN,SELL,0.7991587265939759,131.61206828941744
2026-01-07T20:32:11.272788,SYN,BUY,0.7939344999153304,128.5153418045288
2026-01-07T20:32:11.274196,SYN,SELL,0.7939344999153304,132.43212818341934
2026-01-07T20:32:11.283821,SYN,BUY,0.7937893484743227,128.57671202762728
2026-01-07T20:32:11.289329,SYN,SELL,0.7937893484743227,132.6153358972915
2026-01-07T20:32:11.309642,SYN,BUY,0.8007348041127672,127.50019788546324
2026-01-07T20:32:11.314322,SYN,SELL,0.8007348041127672,131.50644862973434
2026-01-07T20:32:11.326805,SYN,BUY,0.799891984280143,127.6733489658977
2026-01-07T20:32:11.333421,SYN,SELL,0.799891984280143,131.5967236232544
2026-01-07T20:32:11.360157,SYN,BUY,0.805098426780684,126.88539794027496
2026-01-07T20:32:11.367926,SYN,SELL,0.805098426780684,130.8421438155483
2026-01-07T20:32:11.383574,SYN,BUY,0.79709046835985,128.19881373318037
2026-01-07T20:32:11.386708,SYN,SELL,0.79709046835985,132.07720663821956
2026-01-07T20:32:11.393535,SYN,BUY,0.7980182540977305,128.08720720282747
2026-01-07T20:32:11.398818,SYN,SELL,0.7980182540977305,131.80723245767263
2026-01-07T20:32:11.417524,SYN,BUY,0.804399582007415,127.10670322223999
2026-01-07T20:32:11.418791,SYN,SELL,0.804399582007415,130.90025126123587
2026-01-07T20:32:11.429206,SYN,BUY,0.8067401987554126,126.77446429622516
2026-01-07T20:32:11.434903,SYN,SELL,0.8067401987554126,130.36266781952915
2026-01-07T20:32:11.449453,SYN,BUY,0.8031619501083481,127.37402061387145
2026-01-07T20:32:11.450723,SYN,SELL,0.8031619501083481,130.85240230569684
2026-01-07T20:32:11.466870,SYN,BUY,0.80744041518426,126.73240639814578
2026-01-07T20:32:11.472583,SYN,SELL,0.80744041518426,130.08308863713705
